# gunzip -c exp/tri4a_ali/decode.si/phone_stats.*.gz | steps/diagnostic/analyze_phone_length_stats.py exp/tri4a_ali/graph 
# Started at Thu Apr 22 16:08:09 PKT 2021
#
At utterance begin, SIL accounts for 89.8% of phone occurrences, with duration (median, mean, 95-percentile) is (36,50.8,153) frames.
Overall, D_Z_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (10,11.3,21) frames.
Overall, O_O_N_E accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (10,12.5,28) frames.
Overall, N_E accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (8,9.1,21) frames.
Overall, J_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (8,9.6,21) frames.
Overall, P_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.9,17) frames.
Overall, B_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (10,10.0,18) frames.
Overall, O_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (13,14.4,27) frames.
Overall, S_H_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (17,18.6,31) frames.
Overall, G_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.9,16) frames.
Overall, D_D_B accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (8,10.2,21) frames.
Overall, M_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (10,10.7,20) frames.
Overall, M_E accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (10,11.3,23) frames.
Overall, T_S1_B accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.8,17) frames.
Overall, R_R_I accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (8,9.0,18) frames.
Overall, Z_I accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (12,12.8,25) frames.
The optional-silence phone SIL occupies 34.5% of frames overall 
Limiting the stats to the 87.4% of frames not covered by an utterance-[begin/end] phone, optional-silence SIL occupies 25.2% of frames.
Assuming 100 frames per second, the alignments represent 2.0 hours of data, or 1.3 hours if SIL frames are excluded.
Utterance-internal optional-silences SIL comprise 9.3% of utterance-internal phones, with duration (median, mean, 95-percentile) = (24,37.3,116)
# Accounting: time=0 threads=1
# Ended (code 0) at Thu Apr 22 16:08:09 PKT 2021, elapsed time 0 seconds
