# gunzip -c exp/tri1_ali/phone_stats.*.gz | steps/diagnostic/analyze_phone_length_stats.py data/lang 
# Started at Wed Apr 21 06:50:48 PKT 2021
#
analyze_phone_length_stats.py: WARNING: optional-silence SIL is seen only 79.5% of the time at utterance end.  This may not be optimal.
At utterance begin, SIL accounts for 85.7% of phone occurrences, with duration (median, mean, 95-percentile) is (25,28.9,71) frames.
Overall, SIL accounts for 7.7% of phone occurrences, with duration (median, mean, 95-percentile) is (18,30.7,98) frames.
Overall, A_A_I accounts for 4.7% of phone occurrences, with duration (median, mean, 95-percentile) is (15,17.3,37) frames.
Overall, A_Y_E accounts for 4.2% of phone occurrences, with duration (median, mean, 95-percentile) is (15,19.0,45) frames.
Overall, K_B accounts for 3.8% of phone occurrences, with duration (median, mean, 95-percentile) is (10,10.3,16) frames.
Overall, R_I accounts for 3.1% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.9,20) frames.
Overall, I_I accounts for 3.0% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.0,15) frames.
Overall, I_I1_E accounts for 2.9% of phone occurrences, with duration (median, mean, 95-percentile) is (19,21.5,44) frames.
Overall, A_A_E accounts for 2.5% of phone occurrences, with duration (median, mean, 95-percentile) is (19,23.6,52) frames.
Overall, R_E accounts for 2.4% of phone occurrences, with duration (median, mean, 95-percentile) is (12,14.9,34) frames.
Overall, N_I accounts for 2.3% of phone occurrences, with duration (median, mean, 95-percentile) is (10,11.5,22) frames.
Overall, M_B accounts for 2.2% of phone occurrences, with duration (median, mean, 95-percentile) is (13,13.9,26) frames.
Overall, L_I accounts for 2.0% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.7,17) frames.
Overall, I_I1_I accounts for 1.8% of phone occurrences, with duration (median, mean, 95-percentile) is (13,14.2,32) frames.
Overall, U_I accounts for 1.8% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.8,17) frames.
Overall, S_B accounts for 1.6% of phone occurrences, with duration (median, mean, 95-percentile) is (18,18.9,32) frames.
Overall, A_Y_I accounts for 1.5% of phone occurrences, with duration (median, mean, 95-percentile) is (11,12.6,26) frames.
Overall, S_I accounts for 1.4% of phone occurrences, with duration (median, mean, 95-percentile) is (17,17.0,26) frames.
Overall, H_I accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (9,10.1,22) frames.
Overall, O_O_I accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (14,14.8,29) frames.
Overall, A_Y_N_E accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (21,22.5,45) frames.
Overall, H_B accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (13,16.5,39) frames.
Overall, U_U_I accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (13,14.5,28) frames.
Overall, B_B accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (13,14.5,27) frames.
Overall, J_I accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (10,10.8,21) frames.
Overall, M_I accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (12,12.0,19) frames.
Overall, V_I accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.5,20) frames.
Overall, D_D_I accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.4,17) frames.
Overall, Z_I accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (15,15.5,26) frames.
Overall, P_B accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (7,8.6,18) frames.
Overall, N_B accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (11,12.0,21) frames.
Overall, A_E1_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (13,14.3,29) frames.
Overall, O_O_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (17,20.7,46) frames.
Overall, N_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (19,19.3,37) frames.
Overall, T_D_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (9,10.7,20) frames.
Overall, O_B accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (18,18.6,30) frames.
Overall, S_H_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (19,20.2,31) frames.
Overall, T_D_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.8,14) frames.
Overall, O_O_N_E accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (23,26.3,54) frames.
Overall, D_Z_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (11,11.5,17) frames.
Overall, T_D_E accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (11,13.1,28) frames.
Overall, B_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (12,12.5,20) frames.
Overall, G_B accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (10,10.2,18) frames.
Overall, F_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (15,15.5,26) frames.
Overall, D_D_B accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (9,10.5,19) frames.
Overall, R_B accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (8,9.4,18) frames.
Overall, A_B accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (7,8.7,16) frames.
Overall, L_B accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (11,11.6,22) frames.
Overall, L_E accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (14,15.7,31) frames.
Overall, G_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (8,9.6,19) frames.
Overall, K_I accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.7,18) frames.
Overall, D_Z_B accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (11,11.8,17) frames.
The optional-silence phone SIL occupies 15.9% of frames overall 
Limiting the stats to the 92.6% of frames not covered by an utterance-[begin/end] phone, optional-silence SIL occupies 9.9% of frames.
Assuming 100 frames per second, the alignments represent 1.6 hours of data, or 1.4 hours if SIL frames are excluded.
Utterance-internal optional-silences SIL comprise 5.4% of utterance-internal phones, with duration (median, mean, 95-percentile) = (14,26.1,86)
# Accounting: time=0 threads=1
# Ended (code 0) at Wed Apr 21 06:50:48 PKT 2021, elapsed time 0 seconds
